username,text
TJflyguy,stay hotel frequent alway receiv friendli servic time experi bar except arriv later plan came downstair bar close lindsay allow place order provid friendli attent servic made stay posit experi room clean modern look
TKARCAROLA,third stay bar harbor motel alway clean comfort ground love staff alway polit help easi walk town center bu avail highli recommend motel return
TKnight4,issu expierienc better wyndham hotel cheaper price area bigger room bigger inroom jacuzzi unit better over atmosph room servic cleanli lack over qualiti room compar wyndham hotel
TMB2013,beauti clean hotel fantast locat great staff first night loud happili move us differ room next morn littl coffeesnack bar floor nice touch made easi conveni grab coff water plu decor
TNT1994,91215 hellothi hotel gorgeou 5th floor reak cigarettesw told guest smoke hisher room suppo cour across roomhow lucki huge cock roach wall kitchen ye took photosth front staff susan
TORRIS,marriag anniversari 52nd manger heard gave us free room upgrad
TR,ask nonsmok room doubt much room assign nonsmok liter stink surround properti poorli maintain hardli swept outdoor pool area even worst look like hasnt clean week garbag overflow day get follow even still way rate 5 star
TR312,stay london west hollywood bachelorett weekend group 16 us london made sure great experi weekend block standard twobe room well beauti one bedroom suit servic impecc great attent detail across
TRAVELING-REGINA,hotel perfect locat downtown chicago couldnt ask betterth public transportationtrain system excel hotel short 510 minut walk mani linesi took train ohar super easi room basic club quarter room standard amenitiesth staff friendli helpfuli would defin stay next trip chicago
TSCClovis_Ca_,place ideal locat theater supermarket fast food fine restaur near architectur realli beauti brand new provid easi access downtown napa well main highway north wineri room ground floor 130 noi upstair translat bad also realli nice big screen tvsdear tsccloviscathank much take time review hampton inn suit napa appreci awesom feedback compliment hotel locat arthitectur featur thank stay hampton inn suit napa hope serv near futur
TTvacationgal,visit san francisco husband decid take quick night friend napa end inn vine hotel littl older pretti good shape room larg clean enough locat us good enjoy breakfast morningth poor girl check us alon pretti darn busi great though would certainli recommend hotel anyon stay night 2 napathank review compliment hotelcom back see us
TWonderlust,travel area 2 coupl enjoy beauti weather strenuou day hike one main entranc exit front lobbi hotel consist 3 floor configur big squar nice palm courtyard middl includ pooljacuzzi 3 room cleanli decor differ
TXDIII,alway look hard enough find someth wrong hotel omni two night excel experienc clean room friendli help staff good food locat bellman went way us complaint would stay
Ta2Gerrit4664,would inconveni due renov repeatedli excu staff note throughout hotel would ad 5th star staff extrem friendli help room spaciou clean complementari breakfast better averag realli enjoy 2 night stay use
TaJuana2431,husband enjoy stay properti locat within walk distanc canal bourbon st unexpect thing price park 50 day hold card hold refund though
Tabitha K,comfort room son came couch pull queen size bed free wifi bottl water hotel built back 20 decor fabul neat hotel
Tacomancer,stay weekend trip wed pleasantli surpri nice hotel price breakfast morn good hotel includ plenti option choo room clean bed comfort would definit stay
Tae27,place could find last minut everyth book couldnt understand got even still could ask anyth better price liter 10 step beach locat heart front beach road biker
Taewoo,bad noth littl far strip good kind peopl clean space cheap price
Tag G,hotel offer great servic friendli staff alway get good night sleep find room comfort clean breakfast alway good varieti fresh often stay locat visit tyler
Takemeantiqueshopping,nice room clean comfort bathroom roomi great shower head shower curtain granit countertop provid coff station refrig microwav definit stay visit famili one nicest super 8s stay
Tamika,chang room 610 tub look like paint insid hotel serv purpo overnight stayno 4 5over decent 1 night
Tammy2728,probabl best hotel weve stay clean smell good room spaciou even bathroom nice big first hotel weve stay bath tub drain properli ask extra towel brought within 2 minut staff extrem nice bed
Tamra A,seriou begin absolut hand amaz happi stay resort pool food servic best im tell want enjoy vacat stay best trip love suit hotel clean food good
Taneesha,stay over great downfal wifi connect terribl
TaniaWisconsin,live hour resort one go place long weekend prefer loft suit two doubl bed downstair full bath tv area fireplac balconi anoth bed upstair half bath suit alway clean housekeep prompt courteou water
Tanya,bad couldnt accept prepaid credit card pay cash walk round larg sum cash even across road didnt make feel particularli safe good great restaur downstair room clean modern shower like stand waterf
Tanya B,fantast stay would recommend place anyon need great rr staff nice breakfast alway hot room spaciou king size bed couch pullout bathroom great space well although run water last night
Tanya T,arriv hotel husband ask upgrad told hostil receptionist none found hard believ room mediocr dusti wouldnt expect see charg resort tax didnt use pool gym one night
Tara,good great locat room clean comfort staff nice help staff extrem help friendli breakfast morn rooftop loung love bonu hotel good pick goal place crash cheaper major area want someth clean appreci shuttl metro provid free hotel doesnt lot extra fit bill us perfect pet nice pool
Tara A,good point type room need 2 bed pullout sofa newli remodeledactu still process higher floor nice breakfast select keep coff avail day bad point first assign room newli remodel base decor bed tv wouldnt work remot sever small piec food stuck wall trashcan
Tara M,choo stop motel tire risk drive new mexico place town book bed absolut terribl 2 pillow pathet pillow might add bed shower pressur wasnt bad didnt matter drain
Tara S,read less stellar review husband skeptic arriv 2 hour earli hampton inn older build mani newer hotel area staff welcom us found us clean room avail earli day room perfectli clean bed
Taresap,stay weekend septemb 25th relax stay locat littl odd otherwi complaint close mall numer restaur over reason stay
Tarheels5,previou mention review checkin across street 2nd floor prepar got basic 2 bedroom oceanfront 4th floor room nice full size fridg stove microwav basic kitchen plate silverwar cup utensil applianc everyth need basic bathroom hair dryer
TasTiBits,stay go legoland discoveri center hotel provid free transport phipp plaza complimentari breakfast great would recommend hotel famili clean staff amaz
Tasha M,hotel clean staff great friend book hotel birthday trip would definit stay near heart citi french quarter neatli hidden timethank share happi birthday better place spend big easi appreci allow us part thank wayn gener manag
Tashunna M,earlier review wrong hotel diff state hotel stay isnt best issu get busi signal everi time tri reach fianc room phone annoy hotel use new clean mattress anyway phone issu biggest problem
TasteHarlem,littl worri outsid lobbi happi room breakfast noth write home proxim everyth want good would stay
Tat2dtchr,receiv pretti good size snowstorm last night live foothil co decid last night stay neighbor hotel determin go abl go home second night find anoth hotel hotel stay full
Tatiana,new amen great free breakfast quiet locat clean nice friendli staff definit stay
Tatjana K,stay hyatt hou seattl downtown two night conveni hotel studio style room well locat right front famou space needl walk 15 minut pike place centr still conveni breakfast includ make use small bar happi hour lobbi make use either saw sign staff friendli help one place get exactli paid know expect good space comfi bed big shower anyth need comfi stay thing elev ridicul slow stood wait one car arriv felt like age happi spend last night well way back home
Tavares,bad casino
Tavishi M,hotel wonder stay friend great night rest realli need spaciou beauti hotel room think ever clean actual room smell wonder towel bathroom excel mani hotel room poor light nowaday
Taylor,room ok took 10 minut check wait young ladi desk appar occupi back offic call front desk would come front notic room rag hang shower use trash trash went complain cour one front desk didnt stay night lesson learn
Taylor L,3 girlfriend went bouncer extrem rude friend sunglass accu drunk bare let club even though didnt anyth drink whole day eventu got paid cover pool close 2 hour earli still
Tb Q,hotel locat within stone throw away wonder seattl center easi get downtown monorail us quit easi even walk downtown also hotel even offer transport downtown tourist destin free charg need book ahead room nice furbish
Tbross123,stay worst horribl experi hotel smell like fish swamp locat outsid door enter room manag call back problem call corpor offic order get call back themth tub got
Te Marco,bad noth dislik good first time visitor chicago hotel excel central locat explor firstli properti servic cleanli wifi staff good mention user contin buffet serv credenza floor outsid elev around 630 may want sumptuou offer gener contin breakfast would suffici travel hotel ohar simpl read follow english sign easi cheap transit blue line public train town hotel websit give preci inform stop disembark 510 minut walk properti probabl better option use taxi uber etc travel lot luggag mobil issu food entertain hotel surround excel option restaur bar type abound hou blue right across road exampl river walk also highlight 3 minut walk away hotel area well servic public transport taxi plu first stop hop onhop bu tour compani 5 minut away front trump build citi countri offer servic excel way get quick feel new place chicago stun place visit way buddi guy legend bar well worth visit peopl alway variou expect found staff servic amen music night fabul musician huge blue fan big tick person bucket list hob also great didnt time get rosa bar kingston mine ill leav next timebut stay kinzi
Tea,good clean nice room comfort bed realli friendli staff hotel favourit miami beach
Teavelmia,expect type properti year past quaint experi baleen exot decor reign needless say doesnt even resembl first experi properti manag appear come differ industri extrem rude overwhelm fanci eleg monkey theme
Ted,good room comfort clean well maintain
Ted M,trip gift wonder son celebr 46th wed anniversayhoneymoon stay hotel absolut marvel aspect stay well attend provid someth mani peop review island peopl say go fantast resort
Ted W,stay ttl year lisa ron owner like famili us unit alway clean amaz view town full kitchen allow dog never bad stay lodg wife brought sever friend famili
TeeSue,first stay druri properti check request switch room first floor bit noisi clerk immedi offer us altern indic room bit unusu huh decid see room chang desk attend took us
Tenisha G,hard find afford nice place stay area price great room thing id chang would tray take breakfast room sit minor though
Tequlliafamily,discov druri inn stay univ one last year recent northlak locat go wrong either one druri inn like great staff lola ashley went beyond make sure everi thing need asset
TerahBC,husband visit albani first time see open night dead compani tour check check everyth stay friendli conveni got great price clean comfort king room cooki checkin delici nice touch staff friendli
Teresa,bad shower tub clog good conveni locat reason food price awesom select cuisin help staff bad overbook could get addit night good nice accomod bad websit hotel say happi hour food drink includ nowher bookingcom kinzi websit mention includ charg request remov havent heard back besid drinksfood locat room windowsa dark cave nice worth go sorri nice thought like world commun note charg good clean good hair product bed pillow comfort bad appet 57pm 4 night row plea provid variat good breakfast buffet 20th floor wonder room quiet pool hot tub avail nice perk everyon staff great continu help excel custom servic breakfast bat crew also great friendli staff room provid ultim comfort relax
Teresa D,love best western plu hotel know pleasant stay begin hotel bed pillow invit allow good night sleep peac sleep enjoy nice breakfast onsit restaur check breez allow get destin quickli
Teresa G,nice hotel easi check friendli staff clean room want quiet ask south side build close restaur shop would definit stay
Teresa H,recent stay comfort inn renssela amaz room great staff attend famili wed treat like famili definit stay visit indiana
Teresa T,hotel nightmar kill big roach bathroom fall apart first floor saw babi roach microwav elev broke walk second third two day broke left food order sit loung stay next great locat site charleston easi walk histor site shop breakfast cafe hotel chee cracker pre dinner cooki even welcom help staff free site park
Teresa W,wife live vancouv bc canada regularli vacat la vega climat discov suncoast sever year ago stay frequent casino offer ton entertain bowl sever movi theatr great restaur surround awesom golf cour suncoast locat summerlin best neighbourhood la vega needless say love absolut backthank visit us look forward visit
Teresaclow,smoke friendli place quiet cheap like stay great gma hou littl old clean bed comfort dont look like much folk run nice id go back
Teresita M,husband love behind fenc time stay red shutter room cabin wonder romant weekend inn keeper carolyn larri delight made us feel right home lagoon style pool divin especi star histori buff youll love place rememb
Teressa K,stay three day two night would stay longer didnt go work member group stay rv tent cabin heard posit comment everyon ground beauti staff wonder bathroom shower immacul even full complement visitor
Teri,bad toilet room block coupl time good great locat free park less 5 min walk strip
Teri C,stay room block wed enter casino smoki hot definit need move air around better restaur offer limit dont run well servic restaur slow room spaciou clean well price one day pool day temperatur 94 degr imagin disappoint found pool shade build entir day also pool amen close huge disappoint huge would stay would known wonder massag great valu would like massag life go see elvira awesom
Terrance,three night kid play fire bomb first coup night smoker right us kept throw butt rail one night car handicap place right outsid door garden kept tri keep butt pick pretti good job
Terrell E,absolut posit enjoy stay hotel highli recommend guy john w front desk greatest love posit energi enthusiast made day price definit right room spaciou well put togetheril definit back
Terrell Y,great stay love see shower reserv confirm book book extrem fast servic fast friendli smile enjoy play pool decor fabul sheik
Terrence43886,hotel everyth expect reason price 2 block away new orlean french quarter gave freedom worri park transport parti life nola continu visit everytim come louisiana
Terri Lee P,hotel standard heatingcool system extrem loud woke sever time night hotel recept desk clerk help qualiti food item breakfast buffet limit good
Terri M,hotel amen want bar wonder food vine restaur except enjoy wait staff tremend everi time dine locat hotel nice area mani restaur famili close magic mountain
Terri N,stay visit famili visit wine festiv hotel clean staff friendli even hou keep great 2 neg peopl get welcom bag werent peopl complain elev go room didnt matter us
Terrie M,stay hudson visit famili good stay love free breakfast morn would love see hot tub pool area would stay would recommend famili friend
Terry,bad highli recommend good modern style great locat super help staff contin breakfast includ great valu clean nice motel pool exerci room breakfast bar 1st class everyon deal top notch bad pictur vs apperh good price everyon great close metro renov inn rent section work much breakfast
Terry E,stay waterfront two night august nice hotel staff help especi valet servic guy car readi everi singl time within minut even complimentari shuttl took us restaur first night
Terry K,room clean great breakfast locat perfect good place dog get outsid truck park lot good restaraunt close wal mart mani shop area close colleag
Terry S,recent spent 1 night base somewhat review trip advisor hotel clean staff friendli free breakfast disappoint collect frozen waffl prepackag muffin bulk cereal etc fruit yogurt protein room may smoke sidewalk fair game defeat purpo smoke
Terry V,pick reserv extend stay due take care famili matter everybodi wonder noemi nice handl check problem ad membership reserv breakfast great nice select would definit recommend
Tess G,arriv austin homewood suit austin arboretum nw greet friendli staff robin work front desk everi staff member encount stay ask need anyth seem realli care felt comfort suit everyth need etc carlo help
Tessie,good breakfast wonder servic staff great housekeep front desk perfect cant wait go stay
TexasGirl77550,empti nestr tend look eleg adult atmosph cour want money go long way particular lodg choic aria disappoint request high floor realli nice view happili accommod hotel absolut fabul everyth
TexasGirlie,famili stay one night precrui look decent place lay head night guess fit bill shouldv known get price optimist con room smell musti damp guess got use
TexasNana57,husband stop road trip se texa head colorado reserv sever day earlier spend time capulin volcano nation monument east raton arriv hotel around 300 first guest arriv even room 123 nonsmok
Texblues,older hotel middl commerci busi park stay day room clean well furnish wall littl thin get older place good coff shop lobbi walk distanc karl strauss brew pub would stay
ThatWoodardGirl,chose hotel attach kfc yum center told could use skywalk center without essenti leav hotel unfortun skywalk close go venu abl use event still think grand idea howev
The Bowers,time walk greet frank knew go amaz place frank gave us local tip ed escort us beauti room make sure everyth need bring us extra water suggest place eat 2 amaz night shame didnt take much advantag could beingloc shop plaza mani shop courteou friendli staff servic impecc fact rush full day quick shower meet friend return found fresh towel amaz
The Cabana on the hill,old aztec hotel foothil blvd rout 66 gem back day unfortun past ten year hotel poor manag never maintain entir establish dirti run room small typic hotel era staff friendli help need bar local hangout pretti good band properti need complet overhaul
The P E Team,check late 115 monday night redskingi game hotel full clerk desk extrem busi accommod us room clean comfort plu refrig microwav request breakfast excel staff friendli help clerk checkout relax friendli despit extrem busi stay next time area
The3Traveler3,afford clean comfort friendli surpri price paid stay expect whole lot wor close everi thing town hot water problem brush teeth dont believ plastic mattress mattress protector seen result bed bug
The4thJudge,hotel accommod multipl famili reunion well cant beat locat directli across mall walk distanc sever restaur minut drive yet dont leav dont want heavi manag recept even complimentari adult beverag buffet meal pasta hotdog meatbal bake potato
TheBiebs,chose hotel base price locat certainli live expect far best valu money could find hotel almost doubl given would day want someth decent could get good sleep cleanriv hotel check quick easi long flight ask quiet room great view woke upw got room view alley way kind air con vent outsid 1011 whatev air con thing outsid constant hum would drive anyon crazyth air con room thing noisier imposs sleep even suppli ear plug citi noi problem two thingsw love free filter water bottlesso over look back trip think valu locat win ever slightli mayb differ room would make differ review over hotel
TheCmdr,good quiet comfort safe clean perfectli fine oncampu hotel light breakfast includ room microwav minref cant beat locat hard univ visit free wifi cabl tv walk indoor food court offic meet room park right entri door friendli help front desk staff
TheManor2014,great quiet littl hotel clean friendli staff great breakfast perfect stop rest definit stay lot frill nice clean bed sleep
TheMilnerFamily,shout fantast concierg staff luxuri class norm enjoy complimentari arnold palmer afternoon guest elev take ride bentley chosen ny hotel central practic everythingdear milner famili behalf concierg team st regi new york would like thank complet review tripadvisor plea hear much enjoy stay us absolut pleasur assist youw look forward see soonkindest regardsmaria wittorpdejongechef concierg
TheMontGK,need look anywh el stay louisvil price proxim yum center beauti view river best deal go cafe magnolia 2nd floor great casual restaur thelma deli perfect fruit sandwich pizza breakfast biscuit etc
TheNicks83,aria stun hotel great locat near strip love room spaciou modern view fantast 30th floor casino huge varieti game tabl howev quit expen play mainli play electron version
TheRoes,2 bedroom resort view apart open door said wow bedroom massiv two spectacular bathroom individu control air con ceil fan modern kitchen almost everyth need self suffici wooden spoon comfort king size bed ampl park modern fit room amaz pool tast
TheStolleFamily,swim team area meet stay staff accommod group especi given size room clean would expect kid fun pool im guess hotel come next year
The_Colonel1966,stay hotel tri fond memori stay staybridg suit ballantyn nc compani relo famili live hotel 6 month great place travel virginia busi quit frequent want tri new hotel typic stay
The_Paulys,stay 3 queen suit disappoint room one closet dresser possibl 8 peopl room clean uninvit felt like stay dorm room staff great breakfast averag never saw room recommend recommend
Thelma W,highli satisfi accommod room comfort spaciou easi locat access staff extrem knowledg help everyth could need avail meal prepar bed pillow high qualiti enjoy stay much would recommend facil without hesit
Theodore,nice quiet comfort room
Theresa,good room mani issu total 3 room problem room particularli mine hotel staff friendli probabl overwork due fact one person 4 differ job cannot get attent need problem
Theresa F,beauti hotel room small clean quaint hotel locat within walk distanc saturday market downtown activ desert hotel bar delici
Theresa G,2nd time stay hampton inn time great experi alway stay king suit price reason per night esp hilton hhonor member aaa member youll still get great price dissatisfi
Thesaguaro,properti definit need renov dirti floor minim cabl tv amen free wifi work fine free park everyth use well posit statement dirt corner room window
Thom,over nice hotel well appoint suit town coupl famili function didnt use avail either room facil offer hotel coupl comment realli complaint fit sheet bed put bed insid fit well mattress look kind sloppi spatter mark wall next bed look like could easili wipe away rest room appear clean even steam clean carpet hallway staff friendli housekeep met hall alway gave us friendli greet breakfast offer good varieti everyth seem fresh buffet meal offer monday thursday day abl comment say monthli menu post room look pretti good hotel close airport 10 minut virginia beach town center 15 minut drive virginia beach locat industri park conveni locat near numer dine shop facil
Thomas,good valu travel dont get premium amen hotel clean comfort contin breakfast rather standard solid shouldnt go hungri well locat right interst conveni cant beat travel bad help area restaur attract direct stay twice friendli help staff provid conveni shuttl metro good stay hotel wasnt bad locat work purpo lobbi clean staff friendli etc room bit gross side couch stain rug bathroom look like someon miss morn toilet back confirm impress rug stain couldnt wait get next stop could feel clean special shout hotel staff front desk housekeep never experienc friendli staff short walk confer minut made park hotel renov new room small perfect need queen bed desk swivel chair comfort arm chair good size shower adequ size bathroom thing miss shelf stand suitca lot construct neighborhood heard noth incr time charleston mill hou great
Thomas B,beauti hotel warm invit plu breakfast order morn would definit stay wonder staff qualiti accommod great locat ft ben quiet comfort room stay properti sever time alway consist experi staff accommod alway cheer breakfast limit certainli enough get morn start
Thomas D,perfect stay realli enjoy time close grey hound bu stop quiet price amaz place 4000 great consid close downtown ybor citi thete groceri conveni store laundri within walk distanc even abl find green
Thomas J,stay hotel enjoy stay year staff hotel first rate felt rate charg great valu would mean stay would recommend best western
Thomas L,pleasant locat help staff greet friendli way room select line locat perfect meet fl govern repr would recommend hotel tallahass
Thomas M,fairfield inn suit key west key collect key west clean hotel littl key west shuttl key west proper crowd hotel area give shuttl free perk fairfield inn 20 day room thing side island inn key west botan garden lazi dog kayak paddl board great over good stay marriott updat breakfast stay mani marriott properti breakfast alway samedear thoma mthank take time review hotel happi nice stay hope see back key west soon anoth nice staysincerely b hotel manag
Thomas P,old hotel cater low class clientel near disneyland hotel fli trap famili cannot afford someth nicer children run around hour night day hotel staff noth keep quiet first night famili us small children kept run around room noi assum jump furnitur complain hotel staff noth done stop continu well 11 pm nightth second night famili small children next door us appar saw famili also small children kept door open children run balconi supervi 6 next morn someon pound door next us loudli yell fire fire fire woke peopl next us open door began play loud rap music approxim 9 left second floor near offic activ extrem loud heard offic action taken stop iti would never stay hotel againthank take time write us review extrem sorri experi hotel someth normal also supri staff address issu immedi w hope give us anoth chanc futur win back busi
Thomas V,everyth brand new holiday inn sparkl artist recept area inventivelyfurnish breakfast room tast suit equip brand new great shape catch inevit age process staff welcom breakfast surprisingli good big chain hotel
Thomas W,nice hidden gem place right proper spot walk nice bar insid open 5pm starbuck snack neat offic area work great use build winter price great park garag nearbi cost 30 dollar day valid staff friendli area clean well
Thori123,came love motel new york request bonfir manag set beauti famili sat around told stori made smore bonfir given us opportun spend qualiti time love one room nice clean
Tickerguy,first bad prettymuch everyth immedi area shut truck stop across interst matter realli look four essenti function travel sleep shower shave well know one didnt detect sign sketchi activ
Tierra B,brother pleasur stay properti past weekend town colleg graduat hotel well maintain over great valu price also ladi front desk person gave us warm friendli welcom perk hotel includ free
Tiffany,bad room size good close proxim td garden bad smell sometim sewer hallway good hotel great staff friendli definit stay horribl bed like brick lack comfort
Tiffany B,husband took la vega 30th birthday plan trip expedia bundl aria packag know littl properti book base review locat checkin checkout stay amaz highlight trip pool host easili found us front row chair
Tiffany F,stay couldnt better abl check littl earli gentleman fill hampton inn next door dont rememb name check process quick smooth nice inform second night chose eat restaur
Tiffany J,friend tacoma concert wed driven earli want check dress night construct around area cau issu gp hotel found rel quickli hotel view discuss couldnt right place
Tiffiney P,somewhat updat nice fireplac clean book king jacuzzi tub river view got everyth howev patio balconi us sit see river fact wasnt door lead river could see window someon turn fridg
Tilo W,hotel offer nice spaciou room room higher floor great view around citi staff friendli effici internet work well fast well area consist well equip gym larg pool jacuzzi also terrac sunb
Tim,request room chang initi room abl get wifi access room 405 allow move room 128 work hotel clean uptod pleasant breakfast bar best one encount entir trip fact say five motelshotel stay trip pennsylvania virginia one best breakfast excel everi morn restaur settingshuttl quick effici
Tim B,nice hotel wish closer beachnic area good restraint near hotel quiet clean reason price breakfast ok much diabet would stay fact keycard work arriv room 2nd floor excel place stay room clean bed comfort would recommend friend
Tim F,great place famili room spaciou great shape pool nice offer varieti kid adult beach right pool would spend hour pool head beach back pool famili five plenti room 2 bedroom one
Tim J,warn hotel guest laundri facil cannot wash cloth summari laundri beer fridg microwav hard get anyon front desk manag awol expen new paint detail im frequent marriott custom elev guest reward statu hundr stay compar hotel
Tim K,criteria give 5 star pleasant front desk clean room soft bed quiet good water pressur adequ free breakfast everyth 5 star rate except breakfast decor place must remodel newit unbeliev could would like give hotel
Tim L,nice place great staff place clean well maintain massachusett alcohol beverag manag recept breakfast great bar remain open midnight great place unwind visit citi
Tim O,spent two night clean nice hotel super select breakfast good wiffi room big clean comfi quiet problem air condit continu fan button although guy front desk upon check insist
Tim R,hotel clean fresh updat welcom room spaciou clean current everyth work well room bed comfi breakfast includ good staff help go extra mile definit stay one best hotel price rang
Tim T,room seem brand new clean perfect complet 100 satisfi staff friendli nice want mention name lindsey amanda u bayli alex patelthey amaz
Time2G0,stay hotel last week manag staff nice friendli room clean even behind stuff bed comfort quiet hotel offer lot extra free free hot breakfast drink even hot dinner long distanc call food bland tastelss anyon want go decent tast food bartend pour good drink good opportun meet hotel guest hotel staff manag made point stop tabl talk guest get know allin excel stay good valu item could consid complaint even heat room hot turn ac get comfort temp
Timeshare V,alloceanfront unit resort long overdu addit balconi older resort great central locat virginia beach boardwalk two block 24th street stage activ entertain take place onsit restaur johnni manana updat two bar indoor outdoor oceanfront seat
Timothy,bad breakfast minim room tini wasnt workout room good room locat back hotel quiet nice well kept close bike trail dine excel bed clean hotel stay comfort inn mani time alway happi servic amen enjoy pool includ breakfast locat good right turnpik carpet hallway need replac long agoair condit work friendli staff move us anoth room immedi
Timothy B,facil need renov badli lot problem room manag doesnt seem anyth told
Timothy Brashear,hotel offer mani amen benefici us reason stay comfort room breakfast upon arriv round trip servic hotel stadium offer 20 dollar person immedi jump deal due unfamiliar area well wife expect first babi restrict amount walk didnt want walk metro station dark driver never pick us drop locat speak misl us go meet hung us polic offic shut phone didnt get pick hour half game boss compani whole ordeal frustrat unorgan get half money back second driverboss compani return hotel staff didnt seem concern mishap dont think hotel hire credibl compani provid shuttl servic guest guest cautiou use outsid shuttl servic provid hotel
Timothy J. M,stay locat past everi time get better staff friendli help clean comfort layout room comfort breakfast hot readi food fresh locat well locat
Timothy Reid,ive stay hotel mani time alway good experi room recent renov make even nicer place stay locat greatwithin walk distanc much charleston
Timothy W,comfort bed fast internet quit clean satisfi servic cleanli conveni locat easi access right interst 95 although use pool clean invit
TimothyLKT,due comput glitch book agent staff could find book hotel system staff quick accommod gave us room upgrad charg breakfast good multigrain bagel waffl etc locat across trailhead courthou butt park hotel
Tina,good great locat nice facil larg clean room staff help would problem stay hotel nice unfortun someth wrong air turn checkin around 6 hope bedtim would better decid suck could tri get rest hope wake cooler
Tina B,nice hotel over clean good appear pool clean stay 1 night 2 room comfort 2 queen bed room sofa breakfast good basic varieti hot buffet offer packag muffin waffl maker egg ham cereal want locat close globe life field group met portico room sever hour busi meet organ set lunch friendli staff could better experi accommod multipl request group quit appar pride servic guest satisfact meet attend
Tina O,made stop silverton littl pick park front littl coff shop walk right server sweet help daughter picki coff drinker one girl train good job make delici coff drink cute
Tina S,stay tyee everi summer past 16 year new owner made sever nice improv current manag lisa wonder welcom us like famili comfort bed air condit satellit tv free wifi ampl park kitchenett restaurantbar nearbi perfect 2 month stay everi year
Tinahe,bad bad sound insul housekeep suck new stuff bought got throw away yogurt spill floor good bed comfort
Tinman57,favorit place clearwaterminut beach shop mallsgroceri storessupermarketsveri clean roomskitchensleep bedstvomgbeautifuli much fun poolyou even cook pool courtiou servic stafffredbonneycatalinajust ask get whatev needgrac fonz owner great peoplereason price clearwatermi kid ball therei stay month yearwould stay anywheview morer elseh pooli go onbut reviewsenjoy stayi guarant go back mike elsieand kidsview less
Tippy142,resort unbeat locat amaz staff boyfriend got back week long stay love pro step beach provid beach towel alway bring condo amaz staff go beyond make stay
Tlashier,stay busi trip hotel clean room even reclin staff help pleasant wifi nice password requir realli enjoy afternoon buffet plenti choo along two free drink
Tman312,road trip chicago ca weve stay holiday inn express hotel one night time way best recent built decor upscal contemporay front desk staff cheeri happi see execut king room bed comfort
Tmothy,excel hotel upmarket feel great locat right ocean drive quit
Todd,bad old outdat room even though classic hotel mean dont put forth effort modern room good right fremont street stay one night way indiana let say get pay ok stay room kinda small need sever touch furniturebathroom fixtur pillow good neck bathroom tini good thing custom servic good nice locat explor around town
Todd C,girlfriend spent last eleven week countri inn suit attend law enforc train athen would stay night week pleasantli surpri hotel amen comfort lobbi pool hot tub contin breakfast
Todd S,over stay great staff contact great room better expect room 3 bed 3rd bed littl room daughter friend love bed comfort tv great problem refrig travel constantli stay hotel nearli everi night say place place human blanket unwash bathroom disgust everyth stink amazingli filthi full day fli cross countri drive 200 mile exhaust leav
Toddb62,wife friend stop way back myrtl beach make mistak resort properti simpl comfort road stop hotel check effici breakfast expect roadsid hotel good enough fill bellli room clean simpl
Tolu,perfect locat best option sixflag great adventur
Tom,bad pricey father day weekend good access downtown bad heater didnt work room cold room wifi crazi slow couldnt use staff lazi rude especi call good locat center boston good great fast room servic staff friendli help complimentari cook breakfast excel gym well equip clean stay coupl around area best excel properti clean staff extrem friendli
Tom F,would like thank guest servic manag rena make stay special nice talk career marriott quick let know proud staff wonder time check entir staff made feel welcom comfort emili restaur suggest coupl go special right delici hotel immacul condit room larg quiet sleep road difficult problem slept like babi thank renai highli recommend hotel busi travel famili travel occasionshi tomthank much outstand review rena well respect outstand custom servic ill sure awar mention review im happi abl enjoy hou restaur palett found food delici also sure let housekeep know happi room cleanli clean public space work hard ensur guest stay pleasur wasw look forward servic return la vegassaf travel
Tom G,come dc area busi past 6 month continu anoth 6 month usual stay homewood suit springfield howev complet book last stay first last time stay extend stay america springfield hotel liter stink lobbi elev room variou smell smoke bodi odor curri feet daili housekeep servic avail stay week unless want pay 15day towel hard scratchi thin toilet paper full kitchen 1 fork 3 spoon coff maker last leg 1 packet coff ancient creamer whose powder hard didnt even melt coff contin breakfast 3 thermo coff basket appl stale muffin locat tabl right next front door cau traffic jam peopl tri get inout hotel morn posit note hotel staff pleasant bed nice locat good otherwi hotel definit worth money
Tom J,staff extrem friendli randal inform help locat great across street santa monica pier room quiet wall bathroom bedroom seethru glass realli cool privaci shade lower clean modern look
Tom L,locat right highway perfect hotel outdat room clean function everyon work happi help also decent breakfast thought great valu would stay
Tom M,im big hi express fan stay hotel regularli year travel busi someth right hi express pt richey first neighborhood gone hell sinc parent move 80 walk beyond hotel park lot put facetofac fewer two
Tom R,second stay hyatt staff alway friendli happi help facil includ resort fee well worth money 2 swim pool pitch put golf cour drive rang 3 full size golf practic hole boat lake also new year balloon drop nice breakfast buffet waffl egg sausag bagel cold cereal fruit shortli check left premi realiz left kindl behind help let room retriev breakfast staff second none final someon pleasant truli help pleasur around one ever seen didnt grumpi attitud felt like everi thing watch made feel bad made mess superstar
Tom T,staff realli nice go way help guy seem easili frustrat understand peopl spell name wrong like free breakfast good fill wish doughnut instead littl muffin even though freshli bake varieti
TomVtraveler,exquisit properti locat penasquito canyon north counti spectacular retreat set resembl mediterranean villa hotel truli grand spaciou room sever dine option cozi sit area relax soak well appoint space beauti manicur ground resort amen includ golf tenni heat pool
